ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-21-5p,MIMAT0000076,CDC42SE1,56882,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,CDC42SE1,56882,"Biotin-Microarrays, PAR-CLIP",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,CDC42SE1,56882,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,MPEG1,219972,PAR-CLIP,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,SERPINB2,5055,HITS-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,SERPINB2,5055,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,SERPINB2,5055,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SERPINB2,5055,Microarrays,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,SERPINB13,5275,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PDCD1LG2,80380,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,PDCD1LG2,80380,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,ZNF433,163059,HITS-CLIP,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,SPTAN1,6709,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,SPTAN1,6709,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SPTAN1,6709,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,NMB,4828,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,PARVA,55742,"HITS-CLIP, Biotin-Microarrays",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,FAM114A1,92689,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,FAM114A1,92689,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,FAM114A1,92689,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,FAM114A1,92689,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,FAM114A1,92689,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,RPE,6120,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,RPE,6120,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF460,10794,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,CR1L,1379,Microarrays,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,PHF2,5253,HITS-CLIP,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,PSAP,5660,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,PSAP,5660,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,PSAP,5660,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,PSAP,5660,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,PSAP,5660,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PSAP,5660,Chimeric fragments,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,S100A10,6281,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,S100A10,6281,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,S100A10,6281,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,CFAP43,80217,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,RPL37A,6168,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,RPL37A,6168,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,RPL37A,6168,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,HOXC6,3223,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,HOXC6,3223,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,HOXC6,3223,Microarrays,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,CFD,1675,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,CFD,1675,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CFD,1675,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CFD,1675,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CFD,1675,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CFD,1675,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,CFD,1675,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,CFD,1675,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MCMBP,79892,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,EME2,197342,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,EME2,197342,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,EME2,197342,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,ZNF81,347344,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF81,347344,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,TAF13,6884,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,TAF13,6884,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,TAF13,6884,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF780A,284323,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF780A,284323,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF780A,284323,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF780A,284323,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF780A,284323,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF780A,284323,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,ZNF461,92283,PAR-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,OCLN,100506658,HITS-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,OCLN,100506658,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,OCLN,100506658,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,OCLN,100506658,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZNF181,339318,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF181,339318,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,OR8G1,26494,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,GPAA1,8733,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,GPAA1,8733,HITS-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,GPAA1,8733,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,SGTB,54557,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,MYO1C,4641,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MYO1C,4641,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,MYO1C,4641,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,NKIRAS1,28512,PAR-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,NKIRAS1,28512,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,NKIRAS1,28512,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,MEIG1,644890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,KIF13B,23303,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,KIF13B,23303,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,KIF13B,23303,Microarrays,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ADH5,128,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,ADH5,128,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ADH5,128,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,C2orf27A,29798,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,C2orf27A,29798,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF823,55552,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF311,282890,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF311,282890,CLEAR-CLIP,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,PLCG2,5336,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,S100A6,6277,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,DNM3,26052,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,DNM3,26052,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,DNM3,26052,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,DNM3,26052,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,ZNF121,7675,PAR-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ZNF121,7675,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,ZNF121,7675,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF121,7675,RNA-Seq,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF121,7675,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF121,7675,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,VPS13A,23230,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,VPS13A,23230,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,VPS13A,23230,HITS-CLIP,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,VPS13A,23230,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,VPS13A,23230,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,MBP,4155,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MBP,4155,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-200c-5p,MIMAT0004657,MBP,4155,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,AKAP17A,8227,HITS-CLIP,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,ELOVL2,54898,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ELOVL2,54898,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ELOVL2,54898,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,LEKR1,389170,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,C1orf122,127687,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,KEL,3792,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,KEL,3792,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,NOL8,55035,PAR-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,NOL8,55035,"PAR-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,NOL8,55035,PAR-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,NOL8,55035,Microarrays,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,IRAK4,51135,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,IRAK4,51135,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,IRAK4,51135,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,IRAK4,51135,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCDC151,115948,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,MRPL42,28977,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,MRPL42,28977,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,ENTPD7,57089,Microarrays,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,ENTPD7,57089,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ENTPD7,57089,Microarrays,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ZNF335,63925,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,RPS4X,6191,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZNF273,10793,"Biotin-Microarrays, Microarrays",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF273,10793,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF84,7637,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MAK16,84549,Microarrays,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,MAK16,84549,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,MAK16,84549,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,ZNF667,63934,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SIRPA,140885,"Biotin-Microarrays, Microarrays",tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,SIRPA,140885,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,DSCR8,84677,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,GRK6,2870,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,GRK6,2870,"Biotin-Microarrays, Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PRIM1,5557,pSILAC,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,PRIM1,5557,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,PRIM1,5557,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,AKR1B10,57016,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,AKR1B10,57016,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZBTB14,7541,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZBTB14,7541,HITS-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,CD2AP,23607,PAR-CLIP,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,CD2AP,23607,PAR-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,CD2AP,23607,HITS-CLIP,tarbase,Unspecified
hsa-mir-21-5p,MIMAT0000076,CD2AP,23607,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,SFI1,9814,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SFI1,9814,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SFI1,9814,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,KRTAP4-6,81871,Microarrays,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ZNF248,57209,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CHSY3,337876,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,LPAR1,1902,HITS-CLIP,tarbase,Unspecified
hsa-mir-451a,MIMAT0001631,LPAR1,1902,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,MB,4151,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,HIBCH,26275,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,HIBCH,26275,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,HIBCH,26275,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,SOWAHC,65124,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,SOWAHC,65124,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,SOWAHC,65124,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SOWAHC,65124,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SOWAHC,65124,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,ZNF770,54989,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF770,54989,"HITS-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,HMGN5,79366,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,HMGN5,79366,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,HMGN5,79366,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,MIER1,57708,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,MIER1,57708,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,MAN1A2,10905,HITS-CLIP,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,MAN1A2,10905,PAR-CLIP,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,MAN1A2,10905,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,MAN1A2,10905,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,MAN1A2,10905,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,MAN1A2,10905,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,SVIP,258010,PAR-CLIP,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,SVIP,258010,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SVIP,258010,"PAR-CLIP, HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,SVIP,258010,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,SVIP,258010,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF251,90987,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF251,90987,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF251,90987,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZNF251,90987,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF251,90987,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ZNF251,90987,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,DDRGK1,65992,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,TFDP1,7027,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,TFDP1,7027,"RNA-Seq, Microarrays",tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TFDP1,7027,Microarrays,tarbase,Unspecified
hsa-mir-21-3p,MIMAT0004494,SZT2,23334,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SZT2,23334,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-34b-5p,MIMAT0000685,SZT2,23334,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,SZT2,23334,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SULT1C2,6819,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,ZXDA,7789,Microarrays,tarbase,Unspecified
hsa-mir-126-3p,MIMAT0000445,RPS6KL1,83694,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,RPS6KL1,83694,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TUBB3,10381,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-451a,MIMAT0001631,TUBB3,10381,HITS-CLIP,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,CACNA1E,777,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,CSF2RA,1438,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,CSF2RA,1438,Microarrays,tarbase,Unspecified
hsa-mir-34a-3p,MIMAT0004557,RPL23A,6147,HITS-CLIP,tarbase,Unspecified
hsa-mir-15a-3p,MIMAT0004488,SLC29A3,55315,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SLC29A3,55315,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,STYX,6815,"HITS-CLIP, PAR-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,STYX,6815,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,STYX,6815,"PAR-CLIP, HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,STYX,6815,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,STYX,6815,"Microarrays, Chimeric fragments",tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,STYX,6815,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,UBL5,59286,Microarrays,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,HELZ,9931,PAR-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,HELZ,9931,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,HELZ,9931,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,HELZ,9931,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,TMEM116,89894,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,TMEM116,89894,Microarrays,tarbase,Unspecified
hsa-mir-15a-5p,MIMAT0000068,UCKL1,54963,HITS-CLIP,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,UCKL1,54963,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,PEG3,5178,HITS-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,PEG3,5178,HITS-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,SDAD1,55153,PAR-CLIP,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,SDAD1,55153,"Biotin-Microarrays, Microarrays",tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,SDAD1,55153,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SDAD1,55153,Microarrays,tarbase,Unspecified
hsa-mir-126-5p,MIMAT0000444,ZKSCAN8,7745,HITS-CLIP,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ZKSCAN8,7745,PAR-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZKSCAN8,7745,Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,HYLS1,219844,Microarrays,tarbase,Unspecified
hsa-mir-16-5p,MIMAT0000069,HYLS1,219844,Microarrays,tarbase,Unspecified
hsa-mir-141-3p,MIMAT0000432,ZNF442,79973,HITS-CLIP,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,ZNF813,126017,Microarrays,tarbase,Unspecified
hsa-mir-34a-5p,MIMAT0000255,HOXC4,3221,Biotin-Microarrays,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,HOXC4,3221,RNA-Seq,tarbase,Unspecified
hsa-mir-155-5p,MIMAT0000646,PIM3,415116,Microarrays,tarbase,Unspecified
hsa-mir-141-5p,MIMAT0004598,ASPH,444,HITS-CLIP,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,ASPH,444,HITS-CLIP,tarbase,Unspecified
hsa-mir-106b-5p,MIMAT0000680,ASPH,444,Microarrays,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,ASPH,444,Microarrays,tarbase,Unspecified
hsa-mir-200c-3p,MIMAT0000617,SPRED2,200734,HITS-CLIP,tarbase,Unspecified
hsa-mir-210-3p,MIMAT0000267,SPRED2,200734,"PAR-CLIP, Microarrays",tarbase,Unspecified
