"ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Gene.ID","condition"
"A_23_P79289",2.7816073779296e-08,7.96064416074501e-10,-8.21634677781098,12.3202586498232,-2.37971470588235,"COBLL1","cordon-bleu WH2 repeat protein like 1","22837",TRUE
"A_23_P88303",2.85602434898046e-08,8.2241538844987e-10,-8.20521902481425,12.287885520757,-2.16652941176471,"HSPA2","heat shock protein family A (Hsp70) member 2","3306",TRUE
"A_32_P196193",2.9684619145671e-08,8.60031468277131e-10,8.18994480894501,12.243426459839,2.83158823529412,"PAQR9","progestin and adipoQ receptor family member 9","344838",TRUE
"A_32_P224253",3.01716751623017e-08,8.77692415304324e-10,8.18300554578339,12.2232194153524,3.09444852941176,"DNAH11","dynein axonemal heavy chain 11","8701",TRUE
"A_23_P112874",3.05203254257746e-08,8.9052776111443e-10,-8.17805055401453,12.2087872046007,-4.79691176470588,"GPC5","glypican 5","2262",TRUE
"A_23_P385105",3.0897319463964e-08,9.02436561789406e-10,-8.1735175481709,12.1955816619563,-2.68674705882353,"PLCD4","phospholipase C delta 4","84812",TRUE
"A_23_P212469",3.13811148626199e-08,9.22105234065453e-10,-8.16616190360507,12.1741482716963,-3.86466797382353,"ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3","956",TRUE
"A_23_P15876",3.40048047522107e-08,1.00620135245379e-09,8.13640797776769,12.0873869822979,2.17529411764706,"ALPK2","alpha kinase 2","115701",TRUE
"A_23_P83659",3.44287876893148e-08,1.02178501025115e-09,-8.13117213267798,12.0721091687841,-3.27518382352941,"XPNPEP2","X-prolyl aminopeptidase 2","7512",TRUE
"A_24_P400172",3.4704904884763e-08,1.03100046866318e-09,-8.12811383029487,12.0631838445664,-3.41223529411765,"LOC100130691","uncharacterized LOC100130691","100130691",TRUE
"A_23_P40295",3.48151276262633e-08,1.03529895964916e-09,-8.12669676482123,12.0590479373986,-2.20530588235294,"LAMP5","lysosomal associated membrane protein family member 5","24141",TRUE
"A_23_P134347",3.48559371944095e-08,1.03856298540905e-09,-8.12562470328901,12.0559188239622,-2.39076470588235,"CPVL","carboxypeptidase, vitellogenic like","54504",TRUE
"A_24_P135319",3.55328293745681e-08,1.06186701113481e-09,-8.11806832381108,12.0338597564544,-2.273,"CGNL1","cingulin like 1","84952",TRUE
"A_24_P238131",3.66981533634713e-08,1.10424762900262e-09,-8.10474724114436,11.994956469188,-2.39281876747059,"SUSD5","sushi domain containing 5","26032",TRUE
"A_23_P158041",3.6804615819603e-08,1.11069874201167e-09,-8.10276506202293,11.989165963296,-2.27749019611765,"AQP7","aquaporin 7","364",TRUE
"A_32_P157846",3.72363201832475e-08,1.12591732303013e-09,8.0981348122291,11.9756379898356,2.79388888888235,"DUSP5P1","dual specificity phosphatase 5 pseudogene 1","574029",TRUE
"A_23_P392928",3.78897118217476e-08,1.14678844239597e-09,-8.0918868420197,11.9573798228092,-2.15813464052941,"TSPAN33","tetraspanin 33","340348",TRUE
"A_23_P53417",3.81498027224619e-08,1.15611780842451e-09,-8.08913117081088,11.9493256685147,-4.19552941176471,"PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A","5502",TRUE
"A_23_P163209",3.81498027224619e-08,1.15690471812631e-09,-8.08889976763418,11.9486492951453,-2.520920915,"BCL2L10","BCL2 like 10","10017",TRUE
"A_23_P131801",3.89936466184212e-08,1.18708230631408e-09,-8.08014382778495,11.9230520042326,-2.05634285711765,"SGK2","SGK2, serine/threonine kinase 2","10110",TRUE
"A_24_P404822",4.01855130208807e-08,1.22809424168172e-09,8.06859909597764,11.8892889254149,2.17544509805882,"APLN","apelin","8862",TRUE
"A_23_P51690",4.4375781691763e-08,1.36920392360314e-09,-8.0316637362857,11.7811711199195,-3.61999411764706,"RHBG","Rh family B glycoprotein (gene/pseudogene)","57127",TRUE
"A_23_P73787",4.70272496080206e-08,1.46213086998833e-09,-8.00938971614777,11.7158979354952,-3.28047058823529,"NUDT10","nudix hydrolase 10","170685",TRUE
"A_23_P128967",4.70272496080206e-08,1.46346344153438e-09,-8.00908084054507,11.7149924065112,-2.47588235294118,"ALDH6A1","aldehyde dehydrogenase 6 family member A1","4329",TRUE
"A_24_P35228",4.76418714001614e-08,1.48679409246342e-09,-8.00371871765886,11.6992706437084,-3.96094607841176,"GRHL2","grainyhead like transcription factor 2","79977",TRUE
"A_23_P251412",4.77737319551915e-08,1.49231435191521e-09,8.00246245520305,11.6955868255214,2.93341176470588,"SCGN","secretagogin, EF-hand calcium binding protein","10590",TRUE
"A_23_P4649",4.83154426325248e-08,1.51349921770807e-09,7.99768465135495,11.6815750008974,3.06656890758824,"APOC1","apolipoprotein C1","341",TRUE
"A_23_P419714",4.97310177915854e-08,1.56369368842887e-09,-7.98662941448764,11.6491439017028,-2.31757609711765,"BTBD11","BTB domain containing 11","121551",TRUE
"A_23_P56369",5.00245734154777e-08,1.57439536309669e-09,7.98431890509345,11.6423642313835,2.49728431370588,"ABCA12","ATP binding cassette subfamily A member 12","26154",TRUE
"A_23_P304450",5.09314779871754e-08,1.60593400794906e-09,-7.97760103867744,11.6226488814433,-2.08508235294118,"GATA6","GATA binding protein 6","2627",TRUE
"A_24_P927304",5.21749944211635e-08,1.65588619861272e-09,-7.96722967172914,11.5922017976659,-3.18719600841176,"TNNT2","troponin T2, cardiac type","7139",TRUE
"A_23_P72747",5.38113048538623e-08,1.71256638190126e-09,-7.95583837561841,11.5587471633934,-2.05348627452941,"UGT8","UDP glycosyltransferase 8","7368",TRUE
"A_23_P132763",5.51096703416922e-08,1.76361319288667e-09,-7.94590134219418,11.5295521049059,-2.33647058823529,"VGLL3","vestigial like family member 3","389136",TRUE
"A_23_P144778",5.73596333342608e-08,1.85754915880408e-09,-7.92835368088117,11.4779711501021,-3.22809523805882,"CKMT2","creatine kinase, mitochondrial 2","1160",TRUE
"A_23_P79978",5.7378781992366e-08,1.85985698439871e-09,-7.9279339638004,11.4767369983084,-2.14185032682353,"SLC24A3","solute carrier family 24 member 3","57419",TRUE
"A_24_P339514",5.78918655917907e-08,1.87819070968131e-09,-7.92461828055311,11.4669867788817,-2.05829411764706,"CYP2B6","cytochrome P450 family 2 subfamily B member 6","1555",TRUE
"A_23_P58228",5.98314002815139e-08,1.94991445120058e-09,-7.91195443351644,11.4297362316754,-2.06239542482353,"ODAM","odontogenic, ameloblast asssociated","54959",TRUE
"A_23_P41314",6.10885687948464e-08,1.99447942120947e-09,-7.90432125485714,11.4072751000028,-3.14427647058824,"F11","coagulation factor XI","2160",TRUE
"A_32_P49199",7.0925156278249e-08,2.37404635109852e-09,-7.84554573067006,11.2341183315853,-2.18474299723529,"PGR","progesterone receptor","5241",TRUE
"A_23_P146512",7.09539897778331e-08,2.37709848688017e-09,-7.84511273332788,11.2328413473057,-2.18168627452941,"GOLM1","golgi membrane protein 1","51280",TRUE
"A_23_P132079",7.13207430174016e-08,2.39148323547967e-09,-7.84307955905894,11.2268449023049,-2.4214,"C21orf62","chromosome 21 open reading frame 62","56245",TRUE
"A_32_P134007",7.2143817695348e-08,2.42332607235977e-09,-7.8386225004659,11.2136981835175,-2.23049649858824,"XKR4","XK related 4","114786",TRUE
"A_23_P398460",7.88474490229962e-08,2.67169425479415e-09,7.80576668953451,11.1167217493073,2.56492941176471,"HK2","hexokinase 2","3099",TRUE
"A_23_P331560",8.01427668780439e-08,2.72737164768212e-09,-7.79882630081358,11.0962223916301,-3.588698366,"SLC26A4","solute carrier family 26 member 4","5172",TRUE
"A_24_P329795",8.3722457083599e-08,2.86643155613004e-09,7.78209964321776,11.0467976534245,2.08325378152941,"C10orf10","chromosome 10 open reading frame 10","11067",TRUE
"A_24_P128442",8.75305417153114e-08,3.01483217685245e-09,7.76513196808418,10.9966314924465,3.05782352941176,"TBX15","T-box 15","6913",TRUE
"A_24_P360269",9.12266540740117e-08,3.185070839045e-09,7.74667859523946,10.9420394931261,2.57463398694118,"RNASET2","ribonuclease T2","8635",TRUE
"A_23_P390677",9.19563767726671e-08,3.22407203697333e-09,-7.74259159820477,10.9299439536431,-2.15183039217647,"MECOM","MDS1 and EVI1 complex locus","2122",TRUE
"A_24_P4816",9.35005498419222e-08,3.28646264665854e-09,-7.73615647858939,10.9108956827835,-2.16647058823529,"GABARAPL1","GABA type A receptor associated protein like 1","23710",TRUE
"A_23_P19663",9.43619101363133e-08,3.33616730348399e-09,-7.73111766644503,10.8959776342727,-2.59688235294118,"CTGF","connective tissue growth factor","1490",TRUE
"A_32_P11372",9.61571250770276e-08,3.41943538496754e-09,-7.7228441765128,10.8714773637011,-2.25977941176471,"FGF7P6","fibroblast growth factor 7 pseudogene 6","387628",TRUE
"A_23_P31064",9.63962852220515e-08,3.4307754902842e-09,-7.72173322618014,10.8681869845122,-3.11797805794118,"MOXD1","monooxygenase DBH like 1","26002",TRUE
"A_23_P170888",9.72111467801946e-08,3.46662789436931e-09,-7.71824517520209,10.8578553751782,-3.01255882352941,"DPP6","dipeptidyl peptidase like 6","1804",TRUE
"A_32_P140489",9.73262269381726e-08,3.47532323968885e-09,7.71740471145086,10.8553657384972,3.69185620917647,"GDF6","growth differentiation factor 6","392255",TRUE
"A_23_P206359",9.81997256668467e-08,3.51806770581267e-09,-7.71330386422235,10.8432171203301,-2.56705882352941,"CDH1","cadherin 1","999",TRUE
"A_23_P13465",9.86808250323884e-08,3.54401104078317e-09,-7.71083940488673,10.8359154345142,-2.01131879082353,"ELF5","E74 like ETS transcription factor 5","2001",TRUE
"A_24_P320699",1.03520531298615e-07,3.76045226642123e-09,7.69096304673037,10.7770037039758,2.14111764705882,"IGFBP3","insulin like growth factor binding protein 3","3486",TRUE
"A_24_P74828",1.03602550858525e-07,3.7664789946802e-09,-7.69042630152077,10.7754122939539,-2.12620915035294,"MT1JP","metallothionein 1J, pseudogene","4498",TRUE
"A_23_P156890",1.04460803532328e-07,3.81304362561382e-09,-7.68630827378067,10.7632016928598,-2.28054222688235,"TCF21","transcription factor 21","6943",TRUE
"A_23_P134162",1.12893497944676e-07,4.18726692476723e-09,-7.6549504982899,10.6701659168541,-2.30355882352941,"DCDC2","doublecortin domain containing 2","51473",TRUE
"A_23_P152330",1.18770554596293e-07,4.443677435334e-09,7.63506078270825,10.6111047655528,2.41159117647059,"DOC2A","double C2 domain alpha","8448",TRUE
"A_23_P119202",1.19475577770322e-07,4.48001838368494e-09,7.6323361373199,10.6030111072898,4.31193790847059,"CD70","CD70 molecule","970",TRUE
"A_23_P342869",1.22514198224598e-07,4.6125705549587e-09,-7.62258412528805,10.5740364795909,-3.05754633517647,"FMN2","formin 2","56776",TRUE
"A_23_P56933",1.24724544948487e-07,4.72513718141217e-09,-7.61452248078553,10.5500772049497,-2.15545751635294,"RTN4","reticulon 4","57142",TRUE
"A_23_P92672",1.28969257470664e-07,4.89353321187002e-09,-7.6028180693696,10.5152804052846,-2.54276470588235,"OCLN","occludin","100506658",TRUE
"A_24_P339429",1.29084652329807e-07,4.90481809055956e-09,-7.60204833428905,10.5129915468847,-2.36724264705882,"KCNJ12","potassium voltage-gated channel subfamily J member 12","3768",TRUE
"A_24_P385134",1.31424210356138e-07,5.03307023600481e-09,-7.59342404502703,10.4873427504091,-2.97064705882353,"SCD5","stearoyl-CoA desaturase 5","79966",TRUE
"A_23_P216517",1.33281550119336e-07,5.11988071227288e-09,7.58771169633351,10.4703501848603,2.10076470588235,"ARHGEF39","Rho guanine nucleotide exchange factor 39","84904",TRUE
"A_23_P211631",1.39596467752123e-07,5.39531027196571e-09,-7.57021530074854,10.4182840968867,-2.58991584964706,"FBLN1","fibulin 1","2192",TRUE
"A_24_P933580",1.45023838152076e-07,5.6477310933981e-09,-7.55495611667127,10.3728517396364,-2.190142647,"NAV2","neuron navigator 2","89797",TRUE
"A_23_P152505",1.49821141127736e-07,5.86099528501348e-09,-7.54259205965841,10.3360230972198,-2.70189542482353,"ABAT","4-aminobutyrate aminotransferase","18",TRUE
"A_23_P216596",1.50200557608955e-07,5.88025596145419e-09,-7.54149789742488,10.3327632368696,-2.03452941176471,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","79987",TRUE
"A_23_P144843",1.5356664517871e-07,6.03010386827394e-09,7.53310706403066,10.3077605078579,3.26664957982353,"ESM1","endothelial cell specific molecule 1","11082",TRUE
"A_24_P189997",1.5381526975357e-07,6.04439085801429e-09,7.53231808979583,10.3054092081418,2.16328823529412,"PCSK6","proprotein convertase subtilisin/kexin type 6","5046",TRUE
"A_23_P137856",1.54406811099078e-07,6.0721779645705e-09,-7.53078897969215,10.300851990427,-2.26135294117647,"MUC1","mucin 1, cell surface associated","4582",TRUE
"A_23_P392384",1.57510971374568e-07,6.22204937219967e-09,-7.52266171101881,10.2766265568428,-2.21729049952941,"AIF1L","allograft inflammatory factor 1 like","83543",TRUE
"A_23_P94403",1.58398109893937e-07,6.26641148912716e-09,-7.52029395965734,10.2695676969778,-3.39205147058823,"TYRP1","tyrosinase related protein 1","7306",TRUE
"A_23_P401700",1.60875190725938e-07,6.37860336192022e-09,7.51438071842451,10.2519365581102,2.16849084964706,"APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein","54518",TRUE
"A_23_P253896",1.70183165697985e-07,6.79771571909712e-09,-7.49318426110247,10.1887097000155,-2.10967917835294,"NPNT","nephronectin","255743",TRUE
"A_23_P212688",1.70201368115093e-07,6.80568154428198e-09,-7.49279430865395,10.1875461219361,-2.44441176470588,"MECOM","MDS1 and EVI1 complex locus","2122",TRUE
"A_24_P296808",1.70418090352797e-07,6.82213721307596e-09,-7.49199021022095,10.1851467304089,-2.32668186270588,"PNMAL1","paraneoplastic Ma antigen family like 1","55228",TRUE
"A_23_P133536",1.71406664921379e-07,6.87683660664632e-09,-7.48933136986128,10.1772124520901,-2.33940784311765,"CAPSL","calcyphosine like","133690",TRUE
"A_23_P154688",1.71846061508387e-07,6.8995197940746e-09,-7.48823504514285,10.1739407060676,-2.44817647058824,"SLC4A11","solute carrier family 4 member 11","83959",TRUE
"A_23_P83838",1.75776508034361e-07,7.09353161002096e-09,-7.47900422567998,10.1463889153579,-2.33570588235294,"CA8","carbonic anhydrase 8","767",TRUE
"A_23_P38735",1.83481984724853e-07,7.48002914373336e-09,-7.46135231675814,10.0936804183513,-2.82600882352941,"CDH19","cadherin 19","28513",TRUE
"A_23_P78608",1.84007922425846e-07,7.50930756453568e-09,7.46005291764328,10.0897992950706,2.34850980394118,"DENND1C","DENN domain containing 1C","79958",TRUE
"A_23_P384663",1.85308269644536e-07,7.5871848739689e-09,-7.45662142828086,10.0795491772588,-2.67444117647059,"MPP7","membrane palmitoylated protein 7","143098",TRUE
"A_24_P252996",1.92695544903529e-07,7.9293213518453e-09,-7.44195601343234,10.0357304212579,-2.35862352941176,"FOLR3","folate receptor 3","2352",TRUE
"A_23_P101407",1.93165980298849e-07,7.95436121002378e-09,7.44090794192116,10.0325981450486,3.16852941176471,"C3","complement component 3","718",TRUE
"A_23_P256965",2.06874692916603e-07,8.63448406519971e-09,-7.41364768381295,9.95109314640739,-2.139927451,"FAM167A-AS1","FAM167A antisense RNA 1","83656",TRUE
"A_23_P50946",2.11226261679025e-07,8.84096036146986e-09,-7.40580007854836,9.92761738280878,-2.88614689541176,"RAMP1","receptor activity modifying protein 1","10267",TRUE
"A_23_P28999",2.16477649913002e-07,9.10533088345177e-09,7.3960181443199,9.89834748870388,3.30352287582353,"CDH4","cadherin 4","1002",TRUE
"A_23_P206707",2.16554445092857e-07,9.11493061144415e-09,-7.39566836785456,9.89730071638601,-2.73981764705882,"MT1G","metallothionein 1G","4495",TRUE
"A_23_P110253",2.18869791084717e-07,9.2252606219307e-09,-7.39167488494847,9.88534869462461,-2.14529411764706,"KIT","KIT proto-oncogene receptor tyrosine kinase","3815",TRUE
"A_23_P76992",2.20455781634248e-07,9.31804689124109e-09,7.38835359025862,9.87540737841441,2.24823529411765,"PGF","placental growth factor","5228",TRUE
"A_23_P27556",2.21062465062637e-07,9.3566941356884e-09,7.38698005410655,9.87129581823724,2.06143088235294,"ADGRE1","adhesion G protein-coupled receptor E1","2015",TRUE
"A_23_P156970",2.25083154657274e-07,9.54673536725071e-09,-7.3803082532557,9.85132200049863,-2.22378431370588,"MEST","mesoderm specific transcript","4232",TRUE
"A_23_P415510",2.26467727153595e-07,9.61940763108688e-09,-7.37779234204757,9.84378893101241,-2.76107352941176,"LAD1","ladinin 1","3898",TRUE
"A_23_P15751",2.26825695865559e-07,9.64733090833574e-09,-7.37683074230685,9.84090958958833,-2.7234,"GCGR","glucagon receptor","2642",TRUE
"A_24_P222397",2.37783880698176e-07,1.01903380839238e-08,-7.35867011310228,9.78651556804555,-2.23766470588235,"CCDC181","coiled-coil domain containing 181","57821",TRUE
"A_23_P161428",2.54541477200521e-07,1.09922908464967e-08,-7.3335630887748,9.71126872142675,-2.88983088235294,"ANKRD22","ankyrin repeat domain 22","118932",TRUE
"A_23_P337689",2.54541477200521e-07,1.09983360788154e-08,-7.3333809399726,9.71072261455178,-2.23488008876471,"WT1-AS","WT1 antisense RNA","51352",TRUE
"A_23_P19176",2.78435953109329e-07,1.21454355685962e-08,7.3005293447458,9.61218262887182,2.51271241829412,"C5orf46","chromosome 5 open reading frame 46","389336",TRUE
"A_24_P71904",2.87260390775258e-07,1.25726060789924e-08,-7.28909070713136,9.57785034932814,-3.11660326805882,"HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)","3248",TRUE
"A_24_P343529",2.9121349612341e-07,1.27798851760729e-08,-7.2836809347795,9.5616094522838,-2.07547350611765,"TRPM3","transient receptor potential cation channel subfamily M member 3","80036",TRUE
"A_32_P77989",2.99276091466589e-07,1.31865281786267e-08,7.27332070751781,9.53049974307254,2.80300653594118,"NETO2","neuropilin and tolloid like 2","81831",TRUE
"A_23_P34700",2.99952891422372e-07,1.32251716054514e-08,-7.27235301154395,9.52759348552297,-2.74797549017647,"TNNT2","troponin T2, cardiac type","7139",TRUE
"A_23_P17593",3.10367079954054e-07,1.37938895761685e-08,7.25843252307225,9.48577779695554,3.42447058823529,"CDH4","cadherin 4","1002",TRUE
"A_23_P207850",3.14861658429461e-07,1.40214292270782e-08,-7.25302469997253,9.46952892732132,-2.38143071894118,"TNS4","tensin 4","84951",TRUE
"A_23_P45811",3.16998888765202e-07,1.41632246612843e-08,-7.24969935151991,9.45953606307717,-2.9059,"DIO1","deiodinase, iodothyronine type I","1733",TRUE
"A_32_P486620",3.23091507095304e-07,1.45019601102251e-08,-7.24188956581539,9.43606362331917,-2.08488823529412,"IGSF22","immunoglobulin superfamily member 22","283284",TRUE
"A_23_P217009",3.33718478295286e-07,1.50476624279861e-08,-7.22968733711708,9.39937960604186,-2.54542203547059,"C9orf24","chromosome 9 open reading frame 24","84688",TRUE
"A_32_P85591",3.38527916802746e-07,1.53242680145722e-08,7.22367184370385,9.3812905281274,2.12547058823529,"H2BFXP","H2B histone family member X, pseudogene","767811",TRUE
"A_23_P365412",3.46448830872554e-07,1.57032074938116e-08,-7.21560642347996,9.35703253849722,-2.18401895429412,"MFSD4A","major facilitator superfamily domain containing 4A","148808",TRUE
"A_23_P253123",3.55828289855433e-07,1.62434703763642e-08,-7.20444082125782,9.32344159012445,-2.02161809058824,"VGLL1","vestigial like family member 1","51442",TRUE
"A_32_P127153",3.73136143936269e-07,1.71762475810418e-08,-7.18601763749513,9.26799481012987,-2.06077205882353,"SORD","sorbitol dehydrogenase","6652",TRUE
"A_23_P4212",3.81501705117253e-07,1.76398811825496e-08,7.17723291353902,9.24154659934364,2.92011764705882,"HOXB13","homeobox B13","10481",TRUE
"A_24_P40626",3.91699616886314e-07,1.81920611525234e-08,-7.16706958631629,9.21094019665394,-2.383372549,"GREM2","gremlin 2, DAN family BMP antagonist","64388",TRUE
"A_23_P58729",4.01466164539518e-07,1.87034222289479e-08,-7.15793150393134,9.18341432752097,-2.70411764705882,"SLC34A1","solute carrier family 34 member 1","6569",TRUE
"A_23_P428287",4.08656130155724e-07,1.90997879527456e-08,7.15102023069587,9.16259174108359,2.01136176470588,"GJC1","gap junction protein gamma 1","10052",TRUE
"A_23_P500400",4.18408851185031e-07,1.96294522513126e-08,-7.14200728729111,9.13543155616035,-3.18544432770588,"ABCA6","ATP binding cassette subfamily A member 6","23460",TRUE
"A_24_P131646",4.41430367788227e-07,2.08263518422353e-08,-7.12251292488242,9.0766644780319,-2.04853408029412,"MYL3","myosin light chain 3","4634",TRUE
"A_24_P37253",4.43688923481745e-07,2.09459592384317e-08,-7.12062733409485,9.0709786859569,-2.15860620917647,"LYPD6","LY6/PLAUR domain containing 6","130574",TRUE
"A_32_P199049",4.53885580922157e-07,2.15609165775042e-08,-7.11110102848223,9.04224900163473,-4.59535798317647,"LOC645321","uncharacterized LOC645321","645321",TRUE
"A_23_P259692",4.5726398125766e-07,2.18423644203318e-08,-7.10683221196817,9.02937274838797,-2.41848235294118,"PSAT1","phosphoserine aminotransferase 1","29968",TRUE
"A_23_P411825",4.66196229614382e-07,2.22827481946988e-08,-7.10026287632003,9.00955461861893,-2.05027467317647,"CCDC148","coiled-coil domain containing 148","130940",TRUE
"A_24_P57631",4.73054725833362e-07,2.26757242810707e-08,-7.09451041004702,8.99219811074511,-2.39566386552941,"GPC3","glypican 3","2719",TRUE
"A_24_P324577",4.75181917427674e-07,2.27960970446654e-08,7.09276847889891,8.98694181358083,2.37667058823529,"ERV3-2","endogenous retrovirus group 3 member 2","57612",TRUE
"A_23_P357316",5.01682229430355e-07,2.42592383429467e-08,-7.07230729613054,8.92518293966669,-3.98790686276471,"UPP2","uridine phosphorylase 2","151531",TRUE
"A_23_P259127",5.63018456031239e-07,2.76723289613566e-08,-7.02904742387994,8.794507984072,-2.06333823529412,"ESRP1","epithelial splicing regulatory protein 1","54845",TRUE
"A_23_P51376",5.68596079043101e-07,2.80592363136075e-08,7.02448726299408,8.78072518920627,2.71747058823529,"NKAIN1","Na+/K+ transporting ATPase interacting 1","79570",TRUE
"A_23_P200741",5.78304508755903e-07,2.85767272989563e-08,-7.01848617616865,8.76258501083303,-2.31541911764706,"DPT","dermatopontin","1805",TRUE
"A_23_P202837",6.11846873129846e-07,3.03961812081978e-08,6.99822404784355,8.70131735479561,2.46352941176471,"CCND1","cyclin D1","595",TRUE
"A_24_P289471",6.14535282940432e-07,3.05839666667219e-08,6.99620285322316,8.69520416736467,2.01594035947059,"RNASET2","ribonuclease T2","8635",TRUE
"A_23_P160567",6.15681543180124e-07,3.0659122672038e-08,-6.99539742980682,8.69276805043683,-2.0665294117647,"ZMYND12","zinc finger MYND-type containing 12","84217",TRUE
"A_24_P85888",6.27839019673803e-07,3.13937976776712e-08,-6.98762739773001,8.66926414891579,-2.27818312329412,"SCN3A","sodium voltage-gated channel alpha subunit 3","6328",TRUE
"A_32_P163858",6.29274035854581e-07,3.15213530715656e-08,6.98629705706322,8.66523952024079,3.13688235294118,"SCD","stearoyl-CoA desaturase","6319",TRUE
"A_23_P70719",6.385413351761e-07,3.20994853283476e-08,-6.98033470154275,8.64720031561326,-3.14141830064706,"LAMA2","laminin subunit alpha 2","3908",TRUE
"A_32_P150748",6.48759632612304e-07,3.27833710461774e-08,-6.97341995454287,8.62627653555802,-2.16485294117647,"MAGI2-AS3","MAGI2 antisense RNA 3","100505881",TRUE
"A_23_P408195",6.6325618230136e-07,3.36329683595371e-08,6.96502952990235,8.60088296068529,3.04053529411765,"TMEM155","transmembrane protein 155","132332",TRUE
"A_32_P219620",6.92725143519155e-07,3.53718115521282e-08,-6.94850388469879,8.5508540410455,-2.75059159664706,"EYA4","EYA transcriptional coactivator and phosphatase 4","2070",TRUE
"A_23_P165582",7.00850903330227e-07,3.59722579655052e-08,-6.94298702976553,8.53414844276867,-2.09541176470588,"PLCL1","phospholipase C like 1","5334",TRUE
"A_23_P307563",7.02729704426495e-07,3.61100298144917e-08,6.94173429071444,8.53035473407436,2.36446405235294,"KALRN","kalirin, RhoGEF kinase","8997",TRUE
"A_24_P310256",7.14848577075979e-07,3.68378936124806e-08,6.93519489602984,8.51054956090117,2.04905555558824,"LGI4","leucine rich repeat LGI family member 4","163175",TRUE
"A_23_P257111",7.61048373030486e-07,3.97111540018849e-08,-6.91059361872614,8.43601662509661,-2.44547058823529,"FBP1","fructose-bisphosphatase 1","2203",TRUE
"A_23_P151975",8.28930432936335e-07,4.40405878853299e-08,-6.87672226198732,8.33333355341016,-2.60226470588235,"RHCG","Rh family C glycoprotein","51458",TRUE
"A_23_P417415",8.57255358599208e-07,4.58406448006753e-08,-6.86361723744452,8.2935850188396,-2.20294117647059,"ACOT11","acyl-CoA thioesterase 11","26027",TRUE
"A_23_P120243",9.38659461393379e-07,5.10917419929076e-08,-6.82815877517357,8.18598256187521,-2.24459551829412,"HOXD1","homeobox D1","3231",TRUE
"A_23_P95619",9.50772000255291e-07,5.1876053311182e-08,-6.82318021344826,8.17086834687834,-2.78016013070588,"GLOD5","glyoxalase domain containing 5","392465",TRUE
"A_24_P244495",9.62559153033585e-07,5.26324332457625e-08,6.81845027204079,8.15650750373101,2.31357773111765,"AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","116986",TRUE
"A_23_P311895",9.71907400627809e-07,5.32007668853566e-08,-6.81494110409885,8.14585223933774,-3.60584878617647,"CLIC5","chloride intracellular channel 5","53405",TRUE
"A_23_P3177",9.99165273377825e-07,5.49867117621599e-08,-6.80415466993225,8.11309555846444,-2.48679663864706,"KCNK13","potassium two pore domain channel subfamily K member 13","56659",TRUE
"A_23_P4545",1.00241835890001e-06,5.52836761849969e-08,-6.80239540291399,8.10775227997314,-2.11461372541176,"MRO","maestro","83876",TRUE
"A_23_P64919",1.01355691766605e-06,5.62074879403749e-08,-6.79698284247151,8.09131198774971,-3.08792222217647,"RERGL","RERG like","79785",TRUE
"A_23_P259462",1.04544772777627e-06,5.83640151573434e-08,-6.78468886494582,8.05396336726239,-2.129855929,"FRAS1","Fraser extracellular matrix complex subunit 1","80144",TRUE
"A_32_P42104",1.07473904370801e-06,6.03785979611244e-08,6.77361067128493,8.02030061201883,2.49970441176471,"LOC102546299","uncharacterized LOC102546299","102546299",TRUE
"A_23_P91850",1.08927793089445e-06,6.13555867304804e-08,6.76837157889831,8.00437834451039,2.05491764705882,"IL20RB","interleukin 20 receptor subunit beta","53833",TRUE
"A_23_P431971",1.11694230926974e-06,6.31502438366054e-08,-6.75896306384121,7.97578067825905,-2.22712521005882,"CRTAC1","cartilage acidic protein 1","55118",TRUE
"A_23_P355447",1.11923151025889e-06,6.33640071112136e-08,6.75786040064527,7.97242874257914,2.85694117647059,"ZDHHC22","zinc finger DHHC-type containing 22","283576",TRUE
"A_23_P159764",1.13050710212696e-06,6.40436695892852e-08,-6.75437920251514,7.9618459489787,-2.44175931370588,"POF1B","premature ovarian failure, 1B","79983",TRUE
"A_23_P209232",1.22675583966019e-06,7.05426103457756e-08,-6.72285523056162,7.86598224721849,-2.108,"CLIP4","CAP-Gly domain containing linker protein family member 4","79745",TRUE
"A_24_P944154",1.26370786206004e-06,7.30020072088334e-08,6.71168284755787,7.83199397785956,2.05563865547059,"MCTP2","multiple C2 and transmembrane domain containing 2","55784",TRUE
"A_32_P35047",1.33653174552592e-06,7.83096428345088e-08,6.68881042599857,7.7623910193963,2.04624019611765,"LINC00944","long intergenic non-protein coding RNA 944","387895",TRUE
"A_23_P127915",1.34210919229396e-06,7.88732915525421e-08,-6.68647376600692,7.75527875795536,-3.45145882352941,"STK33","serine/threonine kinase 33","65975",TRUE
"A_23_P215720",1.36198165473863e-06,8.02014022232701e-08,-6.68103376829506,7.73871951909685,-3.48323529411765,"CFTR","cystic fibrosis transmembrane conductance regulator","1080",TRUE
